index,nmod,symbol,smod,cplx_index,z_time_phase,z_time_norm,z_time,z_carrier,zeta_symbol,psi_v,psi_v_z,z_log_scat,z_carrier_information,z_time_norm_phase,is_symbol_prime,is_n_prime,is_symbol_fibo,is_n_fibo
213,18,18,18,(-0.1493756642193926+0.03681779450577815j),(-66.78184721723818+853.3909917981637j),(107+185.32943640986986j),(0.2060944376896577-0.14151000937525152j),(-85.06547915640623+24.228411396639938j),(-0.9709418174260519+0.2393156642875581j),(-0.2464698459619978+0.06074936093453396j),(-85.16257333814883+24.252342963068696j),(-0.7523044447147932+0.18542639188276097j),8.58849800490154,(-213.50719983045514-14.514669150820048j),0,0,0,0
214,19,19,19,(-0.1533472781744938+0.012379472110265669j),(-198.2404978150815+836.8397128638367j),(107.5+186.1954618136543j),(0.18186168643262124-0.17154103592984085j),(-75.42713444792966+29.518684783972247j),(-0.9967573081342099+0.08046656871672608j),(-0.2530230089879148+0.020426128981938275j),(-75.52681017874308+29.52673144084392j),(-0.7729740791540086+0.06240091880833171j),8.58849800490154,(-209.35401819182002-48.94788112818318j),1,0,0,0
215,20,20,20,(-0.15334727817449384-0.012379472110265254j),(-326.1739852061837+800.0665793386923j),(108+187.06148721743872j),(0.15329600399974938-0.19748502514800664j),(-63.88610966689556+34.15413887550314j),(-0.99675730813421-0.08046656871672539j),(-0.25302300898791485-0.020426128981937793j),(-63.98578539770898+34.14609221863147j),(-0.7736382913397121-0.06245453955938784j),8.58849800490154,(-199.65864012576586-82.41618423058408j),0,0,0,0
216,21,21,21,(-0.1493756642193927-0.03681779450577775j),(-447.47629411180327+743.7667418001204j),(108.5+187.92751262122317j),(0.12107797979060593-0.21872385057378996j),(-50.70140403731623+38.01671775815527j),(-0.9709418174260521-0.23931566428755743j),(-0.2464698459619979-0.060749360934533495j),(-50.798498219058835+37.992786191726516j),(-0.7542455006399479-0.1859048191992181j),8.58849800490154,(-184.62475020903707-114.02938923913567j),0,0,0,0
217,22,22,22,(-0.14153529902443468-0.06030255536308801j),(-559.1722376059429+669.111656370417j),(109+188.79353802500762j),(0.08597522178385707-0.23475148825772452j),(-36.17407456555786+41.0058060529896j),(-0.9199794436588242-0.3919666098600749j),(-0.2335332433903171-0.0994992163490955j),(-36.26607250992374+40.96660939200359j),(-0.7152644273657713-0.30474569261358525j),8.58849800490154,(-164.59869950110493-142.93798698227354j),0,0,0,0
218,23,23,23,(-0.13002924392981488-0.08222551171196889j),(-658.4903699385554+577.7252224874594j),(109.5+189.65956342879204j),(0.04882406795430335-0.24518607299027723j),(-20.640374727681742+43.04083072717103j),(-0.845190085543795-0.5344658261278007j),(-0.2145482524841944-0.13567209432474897j),(-20.724893736236123+42.98738414455825j),(-0.6576728081920948-0.41588708476865444j),8.58849800490154,(-140.0616693316698-168.35595856406636j),1,0,0,0
219,24,24,24,(-0.1151554997186314-0.10201887049858334j),(-742.9316439800706+471.6487807395134j),(110+190.5255888325765j),(0.010509660168846592-0.24977899640108928j),(-4.46397815671759+44.06340370879798j),(-0.7485107481711013-0.663122658240795j),(-0.19000657453574155-0.16833113632266283j),(-4.5388292315347005+43.9970914429739j),(-0.5829328771413715-0.5164334647303936j),8.58849800490154,(-111.61819745661225-189.5821141261389j),0,0,0,0
220,25,25,25,(-0.09729928855313559-0.11916999412733092j),(-810.3321149153104+353.29571683913787j),(110.5+191.39161423636094j),(-0.028055144690816772-0.24842083015797473j),(11.972532996806057+44.03894894453244j),(-0.6324453755953777-0.7746049618276541j),(-0.16054382611267337-0.19663049031009633j),(11.90928845924652+43.96148844834968j),(-0.49295422701403646-0.6037593204622986j),8.58849800490154,(-79.98133768247723-206.01938166716542j),0,0,0,0
221,26,26,26,(-0.07692307692307773-0.13323467750529777j),(-858.9181208887236+225.39667612674336j),(111+192.25763964014536j),(-0.06595152392737291-0.24114393314296165j),(28.276715883861137+42.957769513392286j),(-0.5000000000000004-0.8660254037844384j),(-0.12692307692307778-0.2198372178837416j),(28.226715883861136+42.87116697301384j),(-0.3900449949960156-0.6755777485710467j),8.58849800490154,(-45.954815767502126-217.1915166570153j),0,0,0,0
222,27,27,27,(-0.0545545980065439-0.14384865272083305j),(-887.352539561548+90.93662921876637j),(111.5+193.1236650439298j),(-0.10227658036513343-0.22812168048831832j),(44.05563699228122+40.835523574957264j),(-0.3546048870425359-0.9350162426854147j),(-0.0900150867107975-0.23735027698937453j),(44.02017650357697+40.742021950688724j),(-0.2768526210237223-0.7300003664533781j),8.58849800490154,(-10.412627286931817-222.75676688483128j),0,0,0,0
223,28,28,28,(-0.03077318365785306-0.15073702339111808j),(-894.7709232373765-46.9147623774539j),(112+193.98969044771425j),(-0.1361648542550429-0.2096643328410985j),(58.925340678869816+37.713091977118765j),(-0.20002569377604457-0.9797906520422677j),(-0.05077575303545752-0.24871608859534486j),(58.90533810949221+37.61511291191454j),(-0.15629570037873958-0.7655869768258148j),8.58849800490154,(25.723405078237434-222.5181036032361j),0,1,0,0
224,29,29,29,(-0.006194760016833286-0.1537213843340876j),(-880.8065497053477-184.8778569655134j),(112.5+194.85571585149867j),(-0.16680894321723172-0.18621164427272086j),(72.52018806369149+33.65583494361145j),(-0.040265940109415144-0.9991889981715696j),(-0.010221354027774802-0.25364028415124457j),(72.51616146968055+33.5559160437943j),(-0.03148868577455182-0.7813836782978016j),8.58849800490154,(61.50753871106545-216.42971764918605j),1,0,0,0
225,30,30,30,(0.018544104654664783-0.15272444216893138j),(-845.6036858115526-319.6410589112685j),(113+195.72174125528312j),(-0.1934787389423377-0.15832238495324255j),(84.501839233066+28.752250054750156j),(0.12053668025532233-0.9927088740980541j),(0.030597772680197016-0.2519953295787368j),(84.51389290109152+28.65297916734035j),(0.09433861725153617-0.7769484136892393j),8.58849800490154,(95.99486269492117-204.59957560117965j),0,0,0,0
226,31,31,31,(0.04280268675637692-0.14777201717405736j),(-789.8186399084266-447.9403041178625j),(113.5+196.58776665906757j),(-0.2155388223290775-0.12666102821702643j),(94.56765829688275+23.112058367945362j),(0.2782174639164521-0.9605181116313725j),(0.07062443314802214-0.24382382833719463j),(94.5954800432744+23.016006556782227j),(0.2179246794877417-0.7523632725021752j),8.58849800490154,(128.2662461275349-187.28793368594313j),1,0,0,0
227,32,32,32,(0.06595270175431554-0.13899237455544364j),(-714.6084711388315-566.6380970042712j),(114+197.453792062852j),(-0.23246360261161883-0.09198191920604475j),(102.458332851071+16.863759640251036j),(0.4286925614030538-0.9034504346103824j),(0.10882195789462093-0.2293374180164819j),(102.50120210721131+16.773414596789998j),(0.33606083512798013-0.7082332069355541j),8.58849800490154,(157.4528244812306-164.90181340083072j),0,1,0,0
228,33,33,33,(0.08739457642017728-0.12661290244517825j),(-621.6075210130944-672.8001856568974j),(114.5+198.31981746663644j),(-0.24384983978065145-0.055111302279574295j),(107.96451656288343+10.151710865419684j),(0.5680647467311556-0.8229838658936566j),(0.14420105109329284-0.20891128903454392j),(108.02132303755654+10.069412478830317j),(0.44567463187715173-0.6456711731956423j),8.58849800490154,(182.75937192061394-137.98554987817494j),0,0,0,0
229,34,34,34,(0.10657297746301472-0.11095422266827966j),(-512.8922287637085-763.7680025202651j),(115+199.18584287042088j),(-0.24942625194622314-0.016927635394798583j),(110.93232555308275+3.1327943926571478j),(0.6927243535095993-0.7212024473438147j),(0.17584541281397464-0.18307446740266115j),(111.0015979884337+3.060674147922766j),(0.5439097778634554-0.5662700624598711j),8.58849800490154,(203.485931391148-107.20762904698799j),0,1,0,0
230,35,35,35,(0.12299119436976887-0.09242188680584358j),(-390.93497932053623-837.2250843970526j),(115.5+200.0518682742053j),(-0.24905997874288055+0.021659339523538358j),(111.26754550338188-4.027247550325725j),(0.7994427634035006-0.6007422642379796j),(0.20293547071011891-0.15249611322964154j),(111.34748977972224-4.087321776749523j),(0.6282006041516977-0.472062129535195j),8.58849800490154,(219.04711506487885-73.34412983840834j),0,0,0,0
231,36,36,36,(0.1362240039466472-0.0714958726221191j),(-258.5480043972804-891.255815926148j),(116+200.91789367798975j),(-0.2427597467837586+0.05973027156714938j),(108.93843636921167-11.157726321269148j),(0.8854560256532096-0.4647231720437692j),(0.22476960651196815-0.11796818982649601j),(109.02698197177699-11.204198638473525j),(0.6963391008642617-0.36546695306863974j),8.58849800490154,(228.98854443175745-37.25918033216266j),0,0,0,0
232,37,37,37,(0.1459286833764839-0.04871815289253422j),(-118.81860639866802-924.3950123045225j),(116.5+201.7839190817742j),(-0.23067566174535392+0.09637810476629577j),(103.97705453171828-18.08707591816735j),(0.9485364419471454-0.31666799380147304j),(0.24078232757119844-0.08038495227268153j),(104.071908175913-18.118742717547498j),(0.7465327747939985-0.24922926062363696j),8.58849800490154,(232.9999705839377+0.11708067191425292j),1,0,0,0
233,38,38,38,(0.15185388655967885-0.024678658593501684j),(24.962804581620272-935.6670659948547j),(117+202.64994448555862j),(-0.21309563203664122+0.13072968907981225j),(96.47904740458931-24.64698062255882j),(0.9870502626379128-0.16041128085776063j),(0.25055891282347015-0.04071978667927775j),(96.5777524308531-24.663021750644596j),(0.7774518120778955-0.12634821720963493j),8.58849800490154,(230.92469928494944+37.812474927664084j),0,1,0,0
234,0,0,0,(0.17948717948717946-2.6377007981635296e-16j),(169.3801840838462-924.6136237584445j),(117.5+203.51596988934307j),(-0.19043850926012681+0.16196658356210578j),(86.60191208604267-30.676461935178427j),(1+0j),(0.2794871794871795-2.6377007981635296e-16j),(86.70191208604267-30.676461935178427j),(0.7882643049361842+0j),8.58849800490154,(222.76504012026575+74.83807119518752j),0,0,0,0
235,1,1,1,(0.17716286765295874+0.028791768359084778j),(310.9730130604645-891.3090289838291j),(118+204.38199529312752j),(-0.16324410889624053+0.18934455606294143j),(74.56174673835785-36.02582560258264j),(0.9870502626379128+0.16041128085776024j),(0.27586789391675004+0.0448328964448608j),(74.66045176462164-36.00978447449687j),(0.7786586095708089+0.1265443408913779j),8.58849800490154,(208.68360196427793+110.21412918140018j),0,0,0,0
236,2,2,2,(0.17025013060589805+0.05683784504128943j),(446.3192158980006-836.3630536556442j),(118.5+205.24802069691194j),(-0.1321603489724459+0.21221131487147732j),(60.62856009110956-40.5603720351636j),(0.9485364419471455+0.3166679938014725j),(0.2651037748006126+0.08850464442143668j),(60.72341373530428-40.528705235783455j),(0.7488522351029239+0.2500036102534955j),8.58849800490154,(189.00036550604023+142.99602035924894j),1,0,0,0
237,3,3,3,(0.15892800460442258+0.08341185139247068j),(572.1178499348811-760.9107475820597j),(119+206.11404610069638j),(-0.09792781314370581+0.2300220498406434j),(45.12023990596246-44.16377828604996j),(0.8854560256532099+0.4647231720437685j),(0.2474736071697436+0.12988416859684754j),(45.208785508527775-44.117305968845585j),(0.6995870123009996+0.36717158849001374j),8.58849800490154,(164.18557481789563+172.29943999246407j),1,0,0,0
238,4,4,4,(0.14348972676473143+0.10782553460681608j),(685.2695687937418-666.5895424361526j),(119.5+206.98007150448083j),(-0.06136210597538763+0.24235241271806085j),(28.395314540110626-46.741066899071086j),(0.7994427634035012+0.6007422642379788j),(0.22343400310508155+0.16789976103061396j),(28.475258816450975-46.680992672647285j),(0.632110646768243+0.47500033594878427j),8.58849800490154,(134.8486009970227+197.3242377640043j),0,0,0,0
239,5,5,5,(0.12433514037351849+0.1294465931129917j),(782.9528991649764-555.5040573111579j),(120+207.84609690826525j),(-0.023334420821432604+0.248908627421647j),(10.844672076760803-48.22108618847785j),(0.6927243535095995+0.7212024473438144j),(0.19360757572447845+0.20156683784737314j),(10.913944512111764-48.14896594374347j),(0.5481451149832904+0.5706795154849821j),8.58849800490154,(101.72303881150023+217.37622541334537j),1,1,0,0
240,6,6,6,(0.10196033915687497+0.14771505285270692j),(862.6944557347451-430.17935334524367j),(120.5+208.7121223120497j),(0.015249216723762766+0.2495344893783457j),(-7.117571905816271-48.55843767702304j),(0.5680647467311559+0.8229838658936564j),(0.15876681382999056+0.23001343944207256j),(-7.060765431143155-48.47613929043368j),(0.44984270392810544+0.65170966804954j),8.58849800490154,(65.64839915097211+231.88636805322162j),0,0,0,0
241,7,7,7,(0.07694481871336976+0.16215777031468345j),(922.4313500681625-293.5036701839131j),(121+209.57814771583415j),(0.05346953526623016+0.24421508716378143j),(-25.063844656045386-47.734799237654926j),(0.42869256140305423+0.9034504346103822j),(0.11981407485367519+0.2525028137757217j),(-25.02097539990508-47.64445419419389j),(0.33973081708097136+0.7159675300588434j),8.58849800490154,(27.548853165809927+240.42683021919197j),1,1,0,0
242,8,8,8,(0.04993646788244025+0.1724006867030668j),(960.5642236307727-148.66193958310515j),(121.5+210.44417311961857j),(0.09041591964005913+0.23307715777321975j),(-42.56329417055783-45.75960666048747j),(0.27821746391645275+0.9605181116313722j),(0.07775821427408552+0.268452497866204j),(-42.53547242416619-45.663554849324335j),(0.22064696290442673+0.7617616851320321j),8.58849800490154,(-11.59043426238703+242.72342662711563j),0,0,0,0
243,9,9,9,(0.021634788763776103+0.17817851586375322j),(975.9995488802241+0.9383952254963577j),(122+211.31019852340302j),(0.12520810669676788+0.21638606705934366j),(-59.19213244089701-42.67007156837361j),(0.12053668025532323+0.992708874098054j),(0.03368845678930843+0.2774494032735586j),(-59.18007877287148-42.5708006809638j),(0.09566559895558205+0.7878770912551142j),8.58849800490154,(-50.748775901652664+238.66411909728564j),0,0,0,0
244,10,10,10,(-0.007227220019638307+0.17934161505643556j),(968.1800906224317+151.74752756582214j),(122.5+212.17622392718746j),(0.1570171579450758+0.1945394872791925j),(-74.54389573442474-38.530529471157905j),(-0.0402659401094149+0.9991889981715697j),(-0.011253814030579797+0.27926051487359255j),(-74.54792232843567-38.43061057134075j),(-0.03198128133901489+0.7936073111553076j),8.58849800490154,(-88.89657991127171+228.3033028234116j),0,0,0,0
245,11,11,11,(-0.03590204760082805+0.17585986062297118j),(937.1026968646715+300.1575178618046j),(123+213.04224933097188j),(0.1850852093591311+0.16805792238536868j),(-88.23937356196575-33.43112790116974j),(-0.20002569377604434+0.9797906520422677j),(-0.05590461697843249+0.27383892582719793j),(-88.25937613134336-33.33314883596551j),(-0.15898776698845024+0.7787735912505747j),8.58849800490154,(-125.02241980194472+211.86173450358086j),1,0,0,0
246,12,12,12,(-0.06364703100763405+0.1678234281743054j),(883.3228877313862+442.58860808869076j),(123.5+213.90827473475633j),(0.2087435278077162+0.13757230680042126j),(-99.93596393794414-27.485880621306723j),(-0.35460488704253545+0.9350162426854148j),(-0.09910751971188761+0.2613250524428469j),(-99.9714244266484-27.392378997038183j),(-0.282059688415889+0.7437302747720126j),8.58849800490154,(-158.1598449224561+189.72206896959594j),0,0,0,0
247,13,13,13,(-0.08974358974358912+0.15544045708951496j),(807.946025566249+575.5755552242487j),(124+214.77430013854078j),(0.2274284439023833+0.10380897313884044j),(-109.33622440607077-20.830129452026384j),(-0.4999999999999998+0.8660254037844387j),(-0.1397435897435891+0.24204299746795882j),(-109.38622440607077-20.74352691164794j),(-0.3980000966034039+0.6893563887344173j),8.58849800490154,(-187.41322094125672+162.42008686250344j),1,0,0,0
248,14,14,14,(-0.11351583664532346+0.13903165981522056j),(712.6051716311949+695.8519018903916j),(124.5+215.6403255423252j),(0.24069478165772928+0.06757234702700526j),(-116.19540584526881-13.617469943335843j),(-0.6324453755953772+0.7746049618276546j),(-0.17676037420486118+0.21649215599798602j),(-116.25865038282835-13.540009447153077j),(-0.5037923433824867+0.6170336031748007j),8.58849800490154,(-211.9819097784732+130.6318105465538j),0,0,0,0
249,15,15,15,(-0.13434808300506876+0.11902201558168189j),(599.4260570896149+800.4301356658167j),(125+216.50635094610965j),(0.24822646499650736+0.029725781324259848j),(-120.32777890705694-6.016210559216922j),(-0.7485107481711009+0.6631226582407955j),(-0.20919915782217885+0.18533428140576144j),(-120.40262998187404-5.949898293392843j),(-0.5966786029646209+0.5286111151778115j),8.58849800490154,(-231.1821368752874+95.15681578203076j),0,0,0,0
250,16,16,16,(-0.15170078458478306+0.0959297636639652j),(470.97991042758326+886.675771617577j),(125.5+217.3723763498941j),(0.24984404839511515-0.008829013622107052j),(-121.6115905563223+1.7945530912829737j),(-0.8451900855437946+0.5344658261278012j),(-0.23621979313916253+0.14937634627674534j),(-121.69610956487668+1.8479996738957538j),(-0.674231790094969+0.42635835045661064j),8.58849800490154,(-244.46594968864144+56.898149731165155j),0,0,0,0
251,17,17,17,(-0.1651245155285064+0.07035298125693767j),(330.22518245341007+952.3735238201511j),(126+218.23840175367852j),(0.24550899224867562-0.04717345360517639j),(-119.99251996154021+9.629157450520085j),(-0.9199794436588242+0.39196660986007514j),(-0.25712245989438887+0.1095496422429452j),(-120.0845179059061+9.668354111506092j),(-0.734418998757924+0.31290669280076916j),8.58849800490154,(-251.43674352230764+16.839358862401202j),1,1,0,0
252,18,18,18,(-0.174271608255958+0.04295409359007455j),(180.43948616880564+995.7839082005379j),(126.5+219.10442715746296j),(0.23532458109333498-0.08439396621350603j),(-115.48553817155414+17.299784251760546j),(-0.9709418174260519+0.2393156642875581j),(-0.2713657899985632+0.06688566001883037j),(-115.58263235329675+17.323715818189303j),(-0.7756548028618238+0.1911817382598724j),8.58849800490154,(-251.86091746191852-23.980789295603195j),0,0,0,0
253,19,19,19,(-0.17890515787024278+0.014442717461976656j),(25.14331526737192+1015.688837044774j),(127+219.9704525612474j),(0.21953346280874342-0.11960375707812053j),(-108.17511379900832+24.620962899196858j),(-0.9967573081342099+0.08046656871672608j),(-0.27858088868366376+0.022489374333649264j),(-108.27478952982173+24.62900955606853j),(-0.7968430211996905+0.06432781901727987j),8.58849800490154,(-245.67532208681448-64.49524104567259j),1,0,0,0
254,20,20,20,(-0.17890515787024283-0.014442717461976088j),(-131.98268440094787+1011.4250199685195j),(127.5+220.83647796503183j),(0.19851186743025656-0.15196393812135894j),(-98.21374641111943+31.41405406143672j),(-0.99675730813421-0.08046656871672539j),(-0.2785808886836638-0.02248937433364863j),(-98.31342214193285+31.406007404565045j),(-0.7974058465073681-0.06437325497338031j),8.58849800490154,(-232.99026925882612-103.63654968542293j),0,0,0,0
255,21,21,21,(-0.17427160825595814-0.042954093590073995j),(-287.18494672579607+982.9042712157179j),(128+221.70250336881628j),(0.17276064331009364-0.18070351441818336j),(-85.81884956428901+37.51160611397403j),(-0.9709418174260521-0.23931566428755743j),(-0.27136578999856337-0.06688566001882974j),(-85.91594374603162+37.487674547545275j),(-0.7772995649424924-0.19158713570271108j),8.58849800490154,(-214.08798983387513-140.36499780532895j),0,0,0,0
256,22,22,22,(-0.16512451552850713-0.07035298125693598j),(-436.7266532406243+930.6201321426715j),(128.5+222.56852877260073j),(0.1428933241946675-0.20513775347458027j),(-71.26804544209041+42.761478247231345j),(-0.9199794436588242-0.3919666098600749j),(-0.25712245989438953-0.10954964224294347j),(-71.3600433864563+42.72228158624534j),(-0.7370164393468694-0.31401335881268855j),8.58849800490154,(-189.416544598149-173.6962078817406j),0,0,0,0
257,23,23,23,(-0.15170078458478403-0.09592976366396365j),(-576.9776949983236+855.6405433792986j),(129+223.43455417638515j),(0.10962151152500767-0.22468449926724496j),(-54.89297189614759+47.0306288246282j),(-0.845190085543795-0.5344658261278007j),(-0.23621979313916353-0.14937634627674373j),(-54.97749090470197+46.977182242015424j),(-0.6775726882458005-0.42847100643865943j),8.58849800490154,(-159.57931396197094-202.72750813697218j),1,1,0,0
258,24,24,24,(-0.13434808300506998-0.11902201558168052j),(-704.5027628667758+759.5866356861997j),(129.5+224.3005795801696j),(0.07373792023311208-0.23887804235570756j),(-37.0717393971971+50.20847483506204j),(-0.7485107481711013-0.663122658240795j),(-0.20919915782218013-0.18533428140576003j),(-37.14659047201421+50.14216256923796j),(-0.600482853383369-0.5319813869560822j),8.58849800490154,(-125.32030977239236-226.6623479066407j),0,0,0,0
259,25,25,25,(-0.11351583664532489-0.1390316598152194j),(-816.1454293014561+644.5980439237633j),(130+225.16660498395404j),(0.03609749197524239-0.24738021560564888j),(-18.220209074503597+52.20973788023951j),(-0.6324453755953777-0.7746049618276541j),(-0.17676037420486268-0.21649215599798483j),(-18.283453612063134+52.13227738405674j),(-0.5077212023245026-0.6218455818029012j),8.58849800490154,(-87.50566489117584-244.8321029030969j),0,0,0,0
260,26,26,26,(-0.08974358974359073-0.15544045708951404j),(-909.1061650832964+513.2854767159716j),(130.5+226.03263038773846j),(-0.0024029742126462734-0.24998845116311544j),(1.217707182258499+52.97670385568442j),(-0.5000000000000004-0.8660254037844384j),(-0.13974358974359077-0.24204299746795788j),(1.167707182258499+52.89010131530598j),(-0.4016711500768729-0.6957148398677666j),8.58849800490154,(-47.1017599126953-256.7146747132431j),0,0,0,0
261,27,27,27,(-0.0636470310076346-0.1678234281743052j),(-981.0123652068961+368.6715873391539j),(131+226.8986557915229j),(-0.040846188529152526-0.24664060671884697j),(20.78049841420635+52.480837058063976j),(-0.3546048870425359-0.9350162426854147j),(-0.09910751971188819-0.26132505244284665j),(20.745037925502096+52.387335433795435j),(-0.2850639960142094-0.751651982862052j),8.58849800490154,(-5.150538755335625-261.94936905923095j),0,0,0,0
262,28,28,28,(-0.03590204760082861-0.17585986062297107j),(-1029.9786362812501+214.12148141701329j),(131.5+227.76468119530736j),(-0.07831622522279798-0.23741644607493387j),(40.00001203254407+50.723704566710204j),(-0.20002569377604457-0.9797906520422677j),(-0.05590461697843307-0.2738389258271978j),(39.98000946316647+50.625725501505976j),(-0.1609085514732608-0.7881822159491204j),8.58849800490154,(37.25735668030087-260.347631779504j),0,0,0,0
263,29,29,29,(-0.0072272200196388785-0.17934161505643553j),(-1054.65581950837+53.2644569776882j),(132+228.63070659909178j),(-0.11392034490831529-0.22253573873868096j),(58.41265685173867+47.73718305009036j),(-0.040265940109415144-0.9991889981715696j),(-0.011253814030580393-0.2792605148735925j),(58.40863025772772+47.637264150273204j),(-0.03241347195820387-0.804332010755837j),8.58849800490154,(79.01094021344274-251.89932776128472j),1,1,0,0
264,30,30,30,(0.021634788763775538-0.1781785158637533j),(-1054.2674834985135-110.09120417958873j),(132.5+229.49673200287623j),(-0.14681026445801887-0.20235302382165318j),(75.57058362976521+43.58293725317051j),(0.12053668025532233-0.9927088740980541j),(0.03368845678930777-0.2774494032735587j),(75.58263729779074+43.483666365760705j),(0.0970957003294321-0.7996550357088217j),8.58849800490154,(119.00798634401733-236.7743634482871j),0,0,0,0
265,31,31,31,(0.0499364678824397-0.17240068670306694j),(-1028.6329138595368-272.0483937185422j),(133+230.36275740666068j),(-0.17620236770412986-0.1773491629962166j),(91.0525735111091+38.35117692137727j),(0.2782174639164521-0.9605181116313725j),(0.07775821427408491-0.2684524978662042j),(91.08039525750075+38.25512511021413j),(0.22426263795157744-0.7742444434739216j),8.58849800490154,(156.1841240039168-215.31957507186502j),1,0,0,0
266,32,32,32,(0.07694481871336808-0.16215777031468426j),(-978.175944828906-428.7141483063941j),(133.5+231.2287828104451j),(-0.20139637542359548-0.1481198837639235j),(104.47436975099015+32.1587163907395j),(0.4286925614030538-0.9034504346103824j),(0.11981407485367346-0.2525028137757225j),(104.51723900713046+32.068371347278465j),(0.3457872435562827-0.7287311784725182j),8.58849800490154,(189.5411512378528-188.05092923840806j),0,0,0,0
267,33,33,33,(0.10196033915687344-0.14771505285270797j),(-903.919314696306-576.2932174847807j),(134+232.09480821422954j),(-0.22179202978513138-0.11536158599720871j),(115.49819951060717+25.14637809875404j),(0.5680647467311556-0.8229838658936566j),(0.158766813829989-0.23001343944207364j),(115.55500598528027+25.064079712164677j),(0.4585113222735783-0.6642683298551997j),8.58849800490154,(218.17381782413972-155.6412066775327j),0,0,0,0
268,34,34,34,(0.12433514037351716-0.12944659311299297j),(-807.4645733959483-711.1799791265915j),(134.5+232.960833618014j),(-0.23690339574453748-0.0798547499195074j),(123.84125012545697+17.47579743112986j),(0.6927243535095993-0.7212024473438147j),(0.1936075757244771-0.20156683784737445j),(123.91052256080792+17.403677186395477j),(0.5595006862883286-0.5825019175337754j),8.58849800490154,(241.2943577354897-118.90346052582676j),0,0,0,0
269,35,35,35,(0.14348972676473032-0.10782553460681756j),(-690.9579191305793-830.0464770064023j),(135+233.8268590217984j),(-0.24637043865153002-0.04244534083562828j),(129.28288768239037+9.32570121819662j),(0.7994427634035006-0.6007422642379796j),(0.22343400310508038-0.16789976103061552j),(129.3628319587307+9.265626991772823j),(0.6461215563858892-0.4855288515011741j),8.58849800490154,(258.25410747063336-78.77065427267863j),0,1,0,0
270,36,36,36,(0.15892800460442172-0.08341185139247231j),(-557.0426828199645-929.9244321538908j),(135.5+234.69288442558286j),(-0.24996760222672287-0.004024653652532592j),(131.67043447292627+0.8877454613262475j),(0.8854560256532096-0.4647231720437692j),(0.24747360716974268-0.12988416859684923j),(131.7589800754916+0.8412731441218706j),(0.716109270503154-0.37584313853719714j),8.58849800490154,(268.5616183668016-36.27198836848798j),0,0,0,0
271,37,37,37,(0.1702501306058979-0.056837845041289976j),(-408.79950623899913-1008.2792091969121j),(136+235.5589098293673j),(-0.2476091825348598+0.034491922596725115j),(130.92335526530712-7.637990829202749j),(0.9485364419471454-0.31666799380147304j),(0.2651037748006124-0.08850464442143728j),(131.01820890950185-7.669657628582897j),(0.767627506399047-0.2562717168137635j),8.58849800490154,(271.89675925361075+7.4934843286235395j),1,1,0,0
272,38,38,38,(0.17716286765295866-0.02879176835908534j),(-249.67556391884932-1063.0738980813162j),(136.5+236.42493523315173j),(-0.23935136991712302+0.07218671428176035j),(127.03573958351305-16.047749756142164j),(0.9870502626379128-0.16041128085776063j),(0.27586789391674993-0.04483289644486141j),(127.13444460977684-16.063790884227938j),(0.7993164694336433-0.12990156988549376j),8.58849800490154,(268.1204080124774+51.38527811758861j),0,0,0,0
273,0,0,0,(0.2051282051282051-3.5169343975513725e-16j),(-83.4044527188312-1092.8218964070368j),(137+237.29096063693618j),(-0.22539091023261756+0.10816162713509864j),(120.077007426427-24.138964130587944j),(1+0j),(0.3051282051282051-3.5169343975513725e-16j),(120.177007426427-24.138964130587944j),(0.8103287808412022+0j),8.58849800490154,(257.27944415880796+94.25119422762837j),0,0,0,0
274,1,1,1,(0.20247184874623858+0.03290487812466827j),(86.08139039265302-1096.6266430413168j),(137.5+238.15698604072062j),(-0.2060604173055235+0.14155954372585947j),(110.19080815412869-31.715136163667925j),(0.9870502626379128+0.16041128085776024j),(0.3011768750100299+0.04894600621044429j),(110.28951318039248-31.69909503558215j),(0.8003521194668831+0.13006987939782608j),8.58849800490154,(239.60687654443853+134.95756634074834j),0,0,0,0
275,2,2,2,(0.19457157783531207+0.06495753719004502j),(254.7436883605321-1074.2074535398049j),(138+239.02301144450504j),(-0.18182044826082364+0.1715847446430864j),(97.59212560399709-38.590607768243245j),(0.9485364419471455+0.3166679938014725j),(0.28942522203002663+0.09662433657019226j),(97.6869792481918-38.5589409688631j),(0.7696180125060823+0.25693624539452103j),8.58849800490154,(215.5170675186921+172.41923792936444j),1,0,0,0
276,3,3,3,(0.18163200526219725+0.09532783016282359j),(418.5345425898587-1025.9107352294827j),(138.5+239.8890368482895j),(-0.15324853055707888+0.1975218668454104j),(82.56264583762625-44.59510670382884j),(0.8854560256532099+0.4647231720437685j),(0.27017760782751826+0.14180014736720045j),(82.65119144019157-44.548634386624464j),(0.7188965294766365+0.37730600489525046j),8.58849800490154,(185.5961440600979+205.62847883992782j),1,0,0,0
277,4,4,4,(0.1639882591596931+0.12322918240778975j),(573.4935774530672-952.7062068760143j),(139+240.75506225207394j),(-0.12102540215180026+0.21875294748641677j),(65.44448621358599-49.57795732604595j),(0.7994427634035012+0.6007422642379788j),(0.2439325355000432+0.18330340883158763j),(65.52443048992635-49.517883099622146j),(0.6494769991754002+0.4880503031812285j),8.58849800490154,(150.58781409458325+233.68207087026275j),0,1,0,0
