index,nmod,symbol,smod,cplx_index,z_time_phase,z_time_norm,z_time,z_carrier,zeta_symbol,psi_v,psi_v_z,z_log_scat,z_carrier_information,z_time_norm_phase,is_symbol_prime,is_n_prime,is_symbol_fibo,is_n_fibo
609,24,24,24,(-0.3070813325830198-0.2720503213295527j),(2439.992951256351+5.864965415348033j),(305+528.2754963085075j),(0.12552004965883032+0.2162052662023864j),(-151.22027982647583-111.1639852774338j),(-0.7485107481711013-0.663122658240795j),(-0.3819324074001299-0.3383625871536322j),(-151.29513090129294-111.23029754325788j),(-0.6927488359139936-0.6137219147312699j),8.58849800490154,(-157.7665237115011-589.2450457967216j),0,0,0,0
610,25,25,25,(-0.2594647694750291-0.3177866510062153j),(2413.974294403624+381.92159661182677j),(305.5+529.1415217122919j),(0.1572975605689+0.19431283395358426j),(-189.8188312165201-100.07606374605734j),(-0.6324453755953777-0.7746049618276541j),(-0.3227093070345669-0.3952471471889807j),(-189.88207575407964-100.15352424224011j),(-0.5854792131203838-0.7170818556512731j),8.58849800490154,(-60.88059862658357-607.9593347509856j),0,0,0,0
611,26,26,26,(-0.20512820512820568-0.3552924733474618j),(2330.2492930348208+750.0948155471538j),(306+530.0075471160765j),(0.18532739093425735+0.1677908167019308j),(-224.01448379178356-86.56185975770732j),(-0.5000000000000004-0.8660254037844384j),(-0.2551282051282057-0.4418950137259056j),(-224.06448379178357-86.64846229808578j),(-0.4629871631845395-0.8019172898878042j),8.58849800490154,(37.91626661081062-610.8243255849344j),0,0,0,0
612,27,27,27,(-0.14547892801745413-0.38359640725555355j),(2190.6278820715743+1101.5686461998682j),(306.5+530.8735725198609j),(0.2089417182562505+0.13727111266441172j),(-252.97618537875528-70.93588347035598j),(-0.3546048870425359-0.9350162426854147j),(-0.1809394167217077-0.477098031524095j),(-253.01164586745952-71.02938509462452j),(-0.3284384096419746-0.8660209121713972j),8.58849800490154,(136.04423796620708-597.7131128862626j),0,0,0,0
613,28,28,28,(-0.08206182308760918-0.4019653957096481j),(1998.2607398078715+1427.8970606253447j),(307+531.7395979236453j),(0.22757792125352322+0.1034808666272425j),(-275.9951240002103-53.56413587104451j),(-0.20002569377604457-0.9797906520422677j),(-0.10206439246521364-0.4999444609138749j),(-276.0151265695879-53.66211493624874j),(-0.18531265585586684-0.9077214256084184j),8.58849800490154,(230.93255429120694-568.9166506339315j),0,1,0,0
614,29,29,29,(-0.016519360044892687-0.40992369155756697j),(1757.5684116260325+1721.2069249379474j),(307.5+532.6056233274297j),(0.24079198455070877+0.06722514541547107j),(-292.50206323297346-34.85553861682619j),(-0.040265940109415144-0.9991889981715696j),(-0.020545954055834204-0.509842591374724j),(-292.5060898269844-34.95545751664334j),(-0.03731358718543553-0.9259271159866724j),8.58849800490154,(320.08687568293954-525.1374981997824j),1,0,0,0
615,30,30,30,(0.049450945745771774-0.40726517911715066j),(1474.139864627173+1974.3879202216012j),(308+533.4716487312141j),(0.24826907753151548+0.029367756837224486j),(-302.08140008647143-15.252309657925109j),(0.12053668025532233-0.9927088740980541j),(0.061504613771304006-0.506536066526956j),(-302.0693464184459-15.351580545334913j),(0.1117269758770711-0.9201544309530654j),8.58849800490154,(401.1548499072016-467.4727654055609j),0,0,0,0
616,31,31,31,(0.11414049801700141-0.3940587124641542j),(1154.602797808114+2181.2648576671463j),(308.5+534.3376741349986j),(0.24983105531058072-0.009189330900644124j),(-304.48159865977027+4.780488871869779j),(0.2782174639164521-0.9605181116313725j),(0.14196224440864663-0.49011052362729146j),(-304.45377691337865+4.6844370607066415j),(0.2579482930418705-0.8905408159622797j),8.58849800490154,(471.9881734674515-397.38666825505226j),1,0,0,0
617,32,32,32,(0.17587387134484062-0.37064633214785025j),(806.4687150326075+2336.7482131529823j),(309+535.2036995387831j),(0.24544070311030342-0.047527478964488244j),(-299.6217383219029+24.765983471105248j),(0.4286925614030538-0.9034504346103824j),(0.218743127485146-0.4609913756088885j),(-299.5788690657626+24.67563842764421j),(0.39756071893555306-0.8378414664597978j),8.58849800490154,(530.6995101493002-316.6733805157685j),0,1,0,0
618,33,33,33,(0.23305220378713626-0.3376344065204777j),(437.9563809824827+2436.9592135193247j),(309.5+536.0697249425675j),(0.23520262291857055-0.08473326485049842j),(-287.59400717368214+44.226841062717185j),(0.5680647467311556-0.8229838658936566j),(0.2898586784602518-0.4199327931098434j),(-287.537200699009+44.14454267612782j),(0.5269439260928802-0.7634100723563089j),8.58849800490154,(575.712759301141-227.41112281033745j),0,0,0,0
619,34,34,34,(0.28419460656803863-0.2958779271154133j),(57.79780865133959+2479.326403141608j),(310+536.9357503463519j),(0.21936074130239924-0.11992024506004756j),(-268.6620679101135+62.69666953733935j),(0.6927243535095993-0.7212024473438147j),(0.3534670419189986-0.3679981718497948j),(-268.5927954747625+62.624549292604975j),(0.6427407902517275-0.6691640456824504j),8.58849800490154,(605.8053354745634-131.9086635158715j),0,1,0,0
620,35,35,35,(0.32797651831938146-0.24645836481558614j),(-324.96864214791697+2462.6512911130026j),(310.5+537.8017757501364j),(0.19829249775487606-0.1522500749889223j),(-243.2553216207942+79.73119476086212j),(0.7994427634035006-0.6007422642379796j),(0.4079207946597315-0.3065325912393841j),(-243.17537734445386+79.67112053443833j),(0.7419445030987645-0.5575351246321917j),8.58849800490154,(620.141326032345-32.64560838515006j),0,0,0,0
621,36,36,36,(0.3632640105243922-0.19065566032565187j),(-701.2131529642769+2387.141410580843j),(311+538.6678011539208j),(0.17249985204046328-0.18095248284015963j),(-211.95919319471926+94.91894620020182j),(0.8854560256532096-0.4647231720437692j),(0.4518096130897132-0.2371279775300288j),(-211.87064759215394+94.87247388299744j),(0.8219766518856232-0.43140662657798834j),8.58849800490154,(618.2946286787568+67.79197701048388j),0,0,0,0
622,37,37,37,(0.3891431556706236-0.12991507438009225j),(-1061.9322126065983+2254.4098952560635j),(311.5+539.5338265577052j),(0.14259732479248263-0.20534362167359183j),(-175.501657488348+107.8911941807212j),(0.9485364419471454-0.31666799380147304j),(0.4839967998653381-0.16158187376023955j),(-175.40680384415327+107.85952738134105j),(0.8807542382727727-0.29403896922868544j),8.58849800490154,(600.2614305062541+166.77894065671873j),1,0,0,0
623,38,38,38,(0.4049436974924765-0.06580975624934172j),(-1398.4640665783002+2067.4414754689633j),(312+540.3998519614897j),(0.10929735630053627-0.22484236234685315j),(-134.73631597948608+118.33089882817596j),(0.9870502626379128-0.16041128085776063j),(0.5036487237562678-0.0818508843351178j),(-134.6376109532223+118.31485770009019j),(0.9167438943539677-0.14898538390420069j),8.58849800490154,(566.461667356664+261.7196580608722j),0,0,0,0
624,0,0,0,(0.435897435897436-1.7082252788106676e-15j),(-1702.6966945507577+1830.5255983913266j),(312.5+541.2658773652742j),(0.07339333232092209-0.23898413916164118j),(-90.62241708325854+125.98045358020322j),(1+0j),(0.535897435897436-1.7082252788106676e-15j),(-90.52241708325855+125.98045358020322j),(0.9290018846932618+0j),8.58849800490154,(517.7293898544502+350.11609343320725j),0,0,0,0
625,1,1,1,(0.43025267858575783+0.0699228660149161j),(-1967.2633224243218+1549.158165018672j),(313+542.1319027690586j),(0.0357406813272858-0.2474320183368785j),(-44.20228763152071+130.6480342504075j),(0.9870502626379128+0.16041128085776024j),(0.5289577048495491+0.08596399410069212j),(-44.10358260525692+130.6640753784933j),(0.9171988508173212+0.14905932152600493j),8.58849800490154,(455.29225288085075+429.63352344372635j),0,0,0,0
626,2,2,2,(0.41346460290003867+0.13803476652884478j),(-2185.720757457091+1229.9141313202317j),(313.5+542.997928172843j),(-0.0027635064325911853-0.2499847255977793j),(3.423293593372331+132.2123973373545j),(0.9485364419471455+0.3166679938014725j),(0.5083182470947533+0.16970156590899202j),(3.5181472375670455+132.24406413673464j),(0.8816286494401776+0.29433089056970513j),8.58849800490154,(380.7406309176795+498.16219443911933j),1,0,0,0
627,3,3,3,(0.38596801118217117+0.20257163909599663j),(-2352.7062303964103+880.2939244672273j),(314+543.8639535766274j),(-0.04120185248930003-0.24658144162010637j),(51.12119847609901+130.62600782412417j),(0.8854560256532099+0.4647231720437685j),(0.4745136137474922+0.2490439563003735j),(51.20974407866433+130.67248014132855j),(0.8232010475374251+0.43204923898860637j),8.58849800490154,(295.9871350964742+553.8732850186701j),1,0,0,0
628,4,4,4,(0.34847505071434853+0.26186201261655256j),(-2464.068928436158+508.5472602575737j),(314.5+544.7299789804118j),(-0.07865854707969433-0.23730325107615258j),(97.75290938329013+125.91641625010438j),(0.7994427634035012+0.6007422642379788j),(0.42841932705469865+0.32193623904035046j),(97.83285365963049+125.97649047652817j),(0.7434184555683523+0.5586427280585943j),8.58849800490154,(203.2175617371001+595.2676898687005j),0,0,0,0
629,5,5,5,(0.30195676947854805+0.3143702975601199j),(-2516.9729955236567+123.47849936191004j),(315+545.5960043841964j),(-0.1142411686997256-0.22237121075831928j),(142.20169473898343+118.18584641968026j),(0.6927243535095995+0.7212024473438144j),(0.371229204829508+0.38649054229450136j),(142.2709671743344+118.25796666441464j),(0.6443372938341286+0.6708261819780593j),8.58849800490154,(104.83452993230827+621.2163241044648j),1,0,0,0
630,6,6,6,(0.24761796652384022+0.3587365569280021j),(-2509.969448176315-265.76186562688855j),(315.5+546.4620297879808j),(-0.14710194642216617-0.2021410828080481j),(183.39935170183568+107.60899775475937j),(0.5680647467311559+0.8229838658936564j),(0.30442444119695583+0.4410349435173677j),(183.4561581765088+107.69129614134874j),(0.528514985435543+0.7656861447561767j),8.58849800490154,(3.3952612779958877+630.9908653862159j),0,0,0,0
631,7,7,7,(0.18686598830389622+0.39381172790708946j),(-2443.035189734482-649.8946543240696j),(316+547.3280551917652j),(-0.17645795839552925-0.17709485853316484j),(220.35187554641715+94.42910898348413j),(0.42869256140305423+0.9034504346103822j),(0.22973524444420165+0.4841567713681277j),(220.39474480255745+94.51945402694517j),(0.398943942221587+0.8407565477825063j),8.58849800490154,(-98.45488706392499+624.2840981582192j),1,1,0,0
632,8,8,8,(0.12127427914307325+0.4186873819931612j),(-2317.5780865050833-1019.7332067513726j),(316.5+548.1940805955496j),(-0.20160978528651258-0.14782927476222799j),(252.16343894710562+78.95237156541982j),(0.27821746391645275+0.9605181116313722j),(0.1490960255347185+0.5147391931562985j),(252.19126069349727+79.04842337658296j),(0.2589742478239919+0.8940828227654103j),8.58849800490154,(-198.05140841474054+601.2192941223102j),0,0,0,0
633,9,9,9,(0.052541629854885905+0.43271925281197215j),(-2136.4078770241804-1366.4030821792799j),(317+549.060105999334j),(-0.22195817423981684-0.11504159633857264j),(278.05810277893056+61.54082098358209j),(0.12053668025532323+0.992708874098054j),(0.06459529788041823+0.5319901402217776j),(278.0701564469561+61.640091870991895j),(0.11222703558440203+0.9242727931644182j),8.58849800490154,(-292.7803527160691+562.348348502461j),0,0,0,0
634,10,10,10,(-0.017551820047688876+0.4355439222799153j),(-1903.6735014605833-1681.554994591852j),(317.5+549.9261314031185j),(-0.23701831632947237-0.07951300349214681j),(297.39873241440546+42.603870829452596j),(-0.0402659401094149+0.9991889981715697j),(-0.02157841405863037+0.5354628220970723j),(297.3947058203945+42.70378972926975j),(-0.03749919873234707+0.9305330190179663j),8.58849800490154,(-380.14692917710886+508.63868535258445j),0,0,0,0
635,11,11,11,(-0.0871906870305814+0.42708823294150183j),(-1624.7682425168045-1957.5658758031245j),(318+550.792156806903j),(-0.24643139733544042-0.04208997989192081j),(309.70265860131474+22.588687579231106j),(-0.20002569377604434+0.9797906520422677j),(-0.10719325640818583+0.5250672981457286j),(309.68265603193714+22.686666644435334j),(-0.18632692538179324+0.9126896463474345j),8.58849800490154,(-457.84120500724487+441.449239434734j),1,0,0,0
636,12,12,12,(-0.15457136101853602+0.4075711827090291j),(-1306.204842795071-2187.723224875282j),(318.5+551.6581822106874j),(-0.2499731466433228-0.0036641448164393244j),(314.65369833728255+1.9696323074816282j),(-0.35460488704253545+0.9350162426854148j),(-0.19003184972278958+0.5010728069775706j),(314.6182378485783+2.0631339317501696j),(-0.33040000474327863+0.8711932133672119j),8.58849800490154,(-523.7991702113472+362.49610933897645j),0,0,0,0
637,13,13,13,(-0.21794871794871562+0.3774982529316799j),(-955.4634878899723-2366.388286674258j),(319+552.5242076144718j),(-0.24755918058609183+0.03484899005054149j),(312.1102369239153-18.762981384990375j),(-0.4999999999999998+0.8660254037844387j),(-0.2679487179487156+0.46410079331012377j),(312.0602369239153-18.676378844611932j),(-0.46598360604734956+0.8071072811681699j),8.58849800490154,(-576.257554381269+273.8087489809446j),1,0,0,0
638,14,14,14,(-0.275681317567211+0.3376483166941099j),(-580.8162019787019-2489.134094322569j),(319.5+553.3902330182563j),(-0.2392470129204486+0.07253183307102261j),(302.10916556529645-39.11454680620086j),(-0.6324453755953772+0.7746049618276546j),(-0.3389258551267487+0.41510881287687534j),(302.04592102773694-39.0370863100181j),(-0.5895610315244136+0.7220811756100366j),8.58849800490154,(-613.8009400296934+177.6778152124113j),0,0,0,0
639,15,15,15,(-0.32627391586945215+0.28905346641265695j),(-191.13177747475876-2552.854998553451j),(320+554.2562584220407j),(-0.22523468453737833+0.10848657465948339j),(284.8655672686492-58.59796371592581j),(-0.7485107481711009+0.6631226582407955j),(-0.40112499068656227+0.3553657322367365j),(284.7907161938321-58.53165145010173j),(-0.6979249357032019+0.6183075389990934j),8.58849800490154,(-635.3999142595331+76.59601137767493j),0,0,0,0
640,16,16,16,(-0.3684161911344711+0.23297228318391913j),(204.3341616094197-2555.844977771417j),(320.5+555.1222838258251j),(-0.20585604505462277+0.1418565779739139j),(260.7681450729434-76.74529648222163j),(-0.8451900855437946+0.5344658261278012j),(-0.45293519968885054+0.2864188657966993j),(260.68362606438905-76.69184989960885j),(-0.7882605736039068+0.49846578406575076j),8.58849800490154,(-640.4392313947194-26.806545665788512j),0,0,0,0
641,17,17,17,(-0.40101668056922957+0.17085724019542112j),(596.158993309195-2497.842760202605j),(321+555.9883092296096j),(-0.18157279870910242+0.17184678864891184j),(230.3704883621737-93.11901183331973j),(-0.9199794436588242+0.39196660986007514j),(-0.493014624935112+0.21005390118142864j),(230.2784904178078-93.07981517233372j),(-0.8582189169717188+0.3656529085751419j),8.58849800490154,(-628.7352176716823-129.83075929583532j),1,1,0,0
642,18,18,18,(-0.42323104862161226+0.10431708443303928j),(974.9776070664313-2380.042576450895j),(321.5+556.854334633394j),(-0.15296350405927556+0.1977426773003441j),(194.3783727833244-107.32252634052506j),(-0.9709418174260519+0.2393156642875581j),(-0.5203252303642174+0.1282486508617951j),(194.2812786015818-107.2985947740963j),(-0.905977739188803+0.22330345710979876j),8.58849800490154,(-600.5419285179036-229.77900707416273j),0,0,0,0
643,19,19,19,(-0.43448395482773233+0.03507517097909033j),(1331.7062394986658-2205.0701784025655j),(322+557.7203600371785j),(-0.12070978958412004+0.21892726348848712j),(153.6333846931888-119.00980940176879j),(-0.9967573081342099+0.08046656871672608j),(-0.5341596856411533+0.04312182785076294j),(153.53370896237536-119.00176274489712j),(-0.9302890803374009+0.07510069863396489j),8.58849800490154,(-556.5458620668534-324.0257758516349j),1,1,0,0
644,20,20,20,(-0.43448395482773283-0.035075170979083733j),(1657.7602867269568-1976.924589292914j),(322.5+558.5863854409629j),(-0.08558011359789758+0.23489581553652875j),(109.09324980891994-127.89380925640046j),(-0.99675730813421-0.08046656871672539j),(-0.5341596856411539-0.04312182785075627j),(108.99357407810652-127.90185591327213j),(-0.9305118560326784-0.0751186829473434j),8.58849800490154,(-497.849331738134-410.08662851632226j),0,0,0,0
645,21,21,21,(-0.4232310486216138-0.10431708443303285j),(1945.2608707258396-1700.8868700836479j),(323+559.4524108447473j),(-0.048411455407596865+0.24526787597506172j),(61.8093256916493-133.75349694902255j),(-0.9709418174260521-0.23931566428755743j),(-0.5203252303642191-0.1282486508617886j),(61.712231509906694-133.7774285154513j),(-0.9066287579957915-0.22346391883413824j),8.58849800490154,(-425.94289812648515-485.6836908272723j),0,0,0,0
646,22,22,22,(-0.4010166805692322-0.170857240195415j),(2187.2251896917605-1383.3979794613847j),(323.5+560.3184362485317j),(-0.010089373928877692+0.24979632610133254j),(12.90178691155235-136.43935553670852j),(-0.9199794436588242-0.3919666098600749j),(-0.4930146249351146-0.2100539011814225j),(12.809788967186467-136.4785521976945j),(-0.8592470009510664-0.3660909342232297j),8.58849800490154,(-342.6675482934526-548.8059323171944j),0,0,0,0
647,23,23,23,(-0.36841619113447793-0.2329722831839083j),(2377.736054524804-1031.908549733367j),(324+561.1844616523163j),(0.028473091127599184+0.24837327368627932j),(-36.46691146167265-135.87717844148142j),(-0.845190085543795-0.5344658261278007j),(-0.4529351996888574-0.2864188657966884j),(-36.55143047022703-135.9306250240942j),(-0.7895828887802714-0.49930196551797595j),8.58849800490154,(-250.16758126849828-597.7626462754762j),1,1,0,0
648,24,24,24,(-0.32627391586945653-0.289053466412652j),(2512.0864966597237-654.7040807111836j),(324.5+562.0504870561007j),(0.06635717281130965+0.24103262355226937j),(-85.11966342370745-132.07008082675813j),(-0.7485107481711013-0.663122658240795j),(-0.40112499068656665-0.3553657322367315j),(-85.19451449852455-132.1363930925822j),(-0.6994305921166227-0.6196414341845718j),8.58849800490154,(-150.8354049947179-631.2287070468755j),0,0,0,0
649,25,25,25,(-0.2756813175672209-0.3376483166941017j),(2586.8959154582335-260.7096518840613j),(325+562.9165124598851j),(0.10266026694093482+0.22794926977644828j),(-131.892777952366-125.0986702773973j),(-0.6324453755953777-0.7746049618276541j),(-0.3389258551267587-0.41510881287686713j),(-131.95602248992554-125.17613077358007j),(-0.5911159388479297-0.7239855913500413j),8.58849800490154,(-47.24966556514296-648.2803938913877j),0,0,0,0
650,26,26,26,(-0.21794871794872134-0.3774982529316766j),(2600.1949025551266+140.7212447583399j),(325.5+563.7825378636695j),(0.13651743702865332+0.20943492876578068j),(-175.66381209661967-115.11936688197113j),(-0.5000000000000004-0.8660254037844384j),(-0.2679487179487214-0.46410079331012044j),(-175.71381209661968-115.20596942234958j),(-0.46743640771155426-0.8096236074638916j),8.58849800490154,(57.89169135554894-648.4208140335905j),0,0,0,0
651,27,27,27,(-0.1545713610185422-0.4075711827090267j),(2551.4766202070577+540.0287552869481j),(326+564.6485632674539j),(0.16712202175576263+0.18593071248254386j),(-215.3785055377391-102.36090700981514j),(-0.3546048870425359-0.9350162426854147j),(-0.1900318497227958-0.5010728069775682j),(-215.41396602644335-102.45440863408368j),(-0.3315888732213895-0.8743280019109372j),8.58849800490154,(161.8416893472149-631.5942270075226j),0,0,0,0
652,28,28,28,(-0.08719068703058788-0.42708823294150056j),(2441.7134033585285+927.6743263987164j),(326.5+565.5145886712384j),(0.19374485401791441+0.15799661876627938j),(-250.07617032362302-87.1191085888421j),(-0.20002569377604457-0.9797906520422677j),(-0.10719325640819234-0.5250672981457274j),(-250.0961728930006-87.21708765404632j),(-0.18708696827594629-0.9164125826801833j),8.58849800490154,(261.8760901317865-598.1888609939831j),0,0,0,0
653,29,29,29,(-0.017551820047695493-0.435543922279915j),(2273.3380820292678+1294.3685583308531j),(327+566.3806140750229j),(0.21575163363809177+0.12629818914970484j),(-278.9129243856431-69.75001748068401j),(-0.040265940109415144-0.9991889981715696j),(-0.02157841405863701-0.535462822097072j),(-278.9169509796541-69.84993638050116j),(-0.037670200695119276-0.9347763889580003j),8.58849800490154,(355.3647874816908-549.028112047173j),1,1,0,0
654,30,30,30,(0.05254162985487933-0.432719252811973j),(2050.1903620805974+1631.2938053066432j),(327.5+567.2466394788073j),(0.23261803983511814+0.09159065205176455j),(-301.1822070765192-50.66159361292428j),(0.12053668025532233-0.9927088740980541j),(0.06459529788041157-0.5319901402217784j),(-301.17015340849366-50.76086450033409j),(0.11279282539532004-0.9289324914818406j),8.58849800490154,(439.84095514351725-485.3503210861499j),0,0,0,0
655,31,31,31,(0.12127427914306688-0.418687381993163j),(1777.4294383646038+1930.3161895489789j),(328+568.1126648825917j),(0.24394222338682311+0.054700929142870086j),(-316.33207817686286-30.304130921518382j),(0.2782174639164521-0.9605181116313725j),(0.14909602553471207-0.5147391931563002j),(-316.30425643047124-30.400182732681518j),(0.2604045785566006-0.8990208973023374j),8.58849800490154,(513.0661308890319-408.7776233290529j),1,0,0,0
656,32,32,32,(0.18686598830389026-0.3938117279070923j),(1461.4148247014475+2184.181931557634j),(328.5+568.9786902863761j),(0.2494543808567921+0.016507933588262805j),(-323.97887713775873-9.159636022488344j),(0.4286925614030538-0.9034504346103824j),(0.22973524444419563-0.4841567713681305j),(-323.9360078816184-9.249981065949383j),(0.4013395656073932-0.8458052171179068j),8.58849800490154,(573.0895197024256-321.2746526061984j),0,0,0,0
657,33,33,33,(0.24761796652383475-0.3587365569280058j),(1109.5581506165852+2386.693258548384j),(329+569.8447156901606j),(0.2490231827747202-0.022078370427825705j),(-323.9169049942173+12.269583881513038j),(0.5680647467311556-0.8229838658936566j),(0.30442444119695033-0.4410349435173715j),(-323.8600985195442+12.187285494923671j),(0.5319434781153586-0.7706531739127288j),8.58849800490154,(618.2999453018541-225.09815112460234j),0,0,0,0
658,34,34,34,(0.3019567694785388-0.3143702975601288j),(730.1493768653199+2532.859626482128j),(329.5+570.710741093945j),(0.24265890261628859-0.060138647981631176j),(-316.12388538336995+33.472853675326654j),(0.6927243535095993-0.7212024473438147j),(0.3712292048294987-0.3864905422945103j),(-316.054612948019+33.400733430592275j),(0.6488279500626032-0.675501450352482j),8.58849800490154,(647.4690669814657-122.73877668504139j),0,0,0,0
659,35,35,35,(0.3484750507143446-0.2618620126165579j),(332.1615035048339+2619.0205679966334j),(330+571.5767664977295j),(0.23051317203328142-0.09676609695112659j),(-300.76206121042395+53.94330011914356j),(0.7994427634035006-0.6007422642379796j),(0.42841932705469465-0.32193623904035584j),(-300.6821169340836+53.88322589271976j),(0.7489584694551261-0.5628057784214274j),8.58849800490154,(659.7847033525128-16.856607666633852j),0,1,0,0
660,36,36,36,(0.3859680111821681-0.20257163909600248j),(-74.96162946297716+2642.937145319248j),(330.5+572.4427919015139j),(0.21287536816570582-0.13108805295798392j),(-278.1748873505361+73.1899687345143j),(0.8854560256532096-0.4647231720437692j),(0.47451361374748907-0.2490439563003794j),(-278.0863417479708+73.14349641730992j),(0.8297331628870099-0.4354775575922052j),8.58849800490154,(654.873360186052+89.78798426637962j),0,0,0,0
661,37,37,37,(0.4134646029000365-0.13803476652885108j),(-481.5294309303575+2603.849728219331j),(331+573.3088173052984j),(0.19016571910970248-0.16228678096348376j),(-248.8793848848231+90.74959813567995j),(0.9485364419471454-0.31666799380147304j),(0.508318247094751-0.16970156590899838j),(-248.78453124062838+90.7179313362998j),(0.8890504074969912-0.2968086374757776j),8.58849800490154,(632.8113396105934+194.40629737803295j),1,1,0,0
662,38,38,38,(0.4302526785857568-0.06992286601492262j),(-877.8352197835588+2502.500614766668j),(331.5+574.1748427090828j),(0.16292529180640367-0.1896189581497541j),(-213.5543262352436+106.19776944001414j),(0.9870502626379128-0.16041128085776063j),(0.5289577048495481-0.08596399410069869j),(-213.4556212089798+106.18172831192837j),(0.9253635132951772-0.1503862083274372j),8.58849800490154,(594.1241051315776+294.25422291208025j),0,0,0,0
663,0,0,0,(0.4615384615384617-5.201181449862465e-15j),(-1254.3879679396982+2341.1208482024404j),(332+575.0408681128672j),(0.1318031008944688-0.21243338389858235j),(-173.02452069921392+119.1591624494705j),(1+0j),(0.5615384615384617-5.201181449862465e-15j),(-172.92452069921393+119.1591624494705j),(0.9377210530388553+0j),8.58849800490154,(539.7738835798878+386.704221085154j),0,0,0,0
664,1,1,1,(0.45556165967903717+0.07403597578050251j),(-1602.1395925735744+2123.3814367438035j),(332.5+575.9068935166516j),(0.09754064566331264-0.23018649492006274j),(-128.2415638858403+129.31667080900013j),(0.9870502626379128+0.16041128085776024j),(0.5542666859428285+0.09007710386627854j),(-128.1428588595765+129.33271193708592j),(0.9257917880598047+0.1504558097511469j),8.58849800490154,(471.1357931572205+469.3144621744642j),0,0,0,0
665,2,2,2,(0.43778605012945376+0.14615445867759716j),(-1912.702354456772+1854.3100342864784j),(333+576.7729189204362j),(0.06095424352065482-0.24245531587660585j),(-80.26150015582223+136.41915484772954j),(0.9485364419471455+0.3166679938014725j),(0.5326396943241684+0.1778212580577444j),(-80.16664651162752+136.45082164710968j),(0.8898735370890949+0.2970834385113968j),8.58849800490154,(389.9630881595962+539.893313417587j),1,0,0,0
666,3,3,3,(0.40867201183994456+0.21448761786635218j),(-2178.5511393461916+1540.174968389439j),(333.5+577.6389443242206j),(0.022915580886905283-0.24894753694828095j),(-30.21992229460634+140.2876426791484j),(0.8854560256532099+0.4647231720437685j),(0.4972176144052656+0.260959935070729j),(-30.13137669204102+140.33411499635278j),(0.830885750871904+0.4360824824319268j),8.58849800490154,(298.34239780827244+596.5574688745422j),1,0,0,0
667,4,4,4,(0.3689735831093123+0.27726566041752354j),(-2393.2057448490696+1188.339287754727j),(334+578.504969728005j),(-0.01566905510047111-0.2495084782372302j),(20.694904523947216+140.81982663225313j),(0.7994427634035012+0.6007422642379788j),(0.4489178594496624+0.33733988684132143j),(20.774848800287565+140.87990085867693j),(0.7503459774493829+0.5638484230387463j),8.58849800490154,(198.64010134108761+637.7821807946599j),0,0,0,0
668,5,5,5,(0.3197189323890486+0.33286266800483505j),(-2551.3887582779994+807.0882257427919j),(334.5+579.3709951317894j),(-0.05388036925919583-0.24412477508129465j),(71.27025843760129+137.99274234843324j),(0.6927243535095995+0.7212024473438144j),(0.38899136774000853+0.4049829127392165j),(71.33953087295224+138.06486259316762j),(0.6503308204727655+0.6770661041896945j),8.58849800490154,(93.44121711314975+662.4422532903551j),1,0,0,0
669,6,6,6,(0.26218372926053946+0.3798387073355297j),(-2649.155180975017+405.43412179196656j),(335+580.2370205355738j),(-0.09080796095658877-0.23292469647271552j),(120.29784627724098+131.8635609579037j),(0.5680647467311559+0.8229838658936564j),(0.31899020393365507+0.4621370939248953j),(120.35465275191409+131.94585934449307j),(0.533422394986662+0.7727957548968226j),8.58849800490154,(-14.517616335981847+669.8426970684318j),0,0,0,0
670,7,7,7,(0.19785810526295203+0.4169771236663286j),(-2683.9906181231513-7.096606717511476j),(335.5+581.1030459393583j),(-0.1255720147875939-0.2161750889954351j),(166.6026706194402+122.56846962353427j),(0.42869256140305423+0.9034504346103822j),(0.24072736140325746+0.5073221671273669j),(166.6455398755805+122.65881466699531j),(0.40264166134815593+0.8485493257608135j),8.58849800490154,(-122.41932982216036+659.7382114792827j),1,0,0,0
671,8,8,8,(0.12840806026913332+0.4433160515221716j),(-2654.875594599491-420.6894070451497j),(336+581.9690713431428j),(-0.15734426254686174-0.19427501909299677j),(209.07118885914252+110.3196613418852j),(0.27821746391645275+0.9605181116313722j),(0.1562298066607786+0.5393678626853088j),(209.09901060553418+110.41571315304833j),(0.26137035857522073+0.9023551567218475j),8.58849800490154,(-227.43993180704638+632.3409502946931j),0,0,0,0
672,9,9,9,(0.05563231396400021+0.45817332650679365j),(-2562.3143594633125-825.4750894412953j),(336.5+582.8350967469272j),(-0.18536771706714797-0.1677462651426665j),(246.67808948710717+95.40050013321789j),(0.12053668025532323+0.992708874098054j),(0.06768598198953253+0.557444213916599j),(246.69014315513272+95.49977102062769j),(0.11326355459949591+0.9328092952671434j),8.58849800490154,(-326.8224173243432+588.3163328807576j),0,0,0,0
673,10,10,10,(-0.018584280050497268+0.4611641530022631j),(-2408.327385226708-1211.7653261119033j),(337+583.7011221507116j),(-0.20897470775699156-0.13722088586610992j),(278.5110417631305+78.15897155174727j),(-0.0402659401094149+0.9991889981715697j),(-0.02261087406143876+0.5610830528194201j),(278.50701516911954+78.25889045156443j),(-0.03784492506033244+0.9391121293619085j),8.58849800490154,(-417.9491432194222+528.7669748406574j),0,1,0,0
